275.526,-339.225,-95.4252,11.466,162.161,-121.611,100.614,18.5827,-104.904,11.7937,95.8176,2.1708,28.8233,-2.11917,156.288,19.5646,-2.14848,41.1326,-73.6206,109.975,41.4412,11.9585,-72.613,9.27922,223.496,-60.2021,35.7852,-175.504,138.162,162.893,84.9129,-7.83799,-52.6872,41.4063,-53.0773,71.9683,30.4731,-103.509,-117.097,-36.8179,31.6445,106.794,-42.4734,24.5767,-39.4123,40.4302,-75.8294,-122.656,-82.0547,1.56844,12.9546,80.8916,26.6204,-42.6144,-46.2711,-100.946,-2.25248,87.1895,47.3552,-13.3264,16.9355,36.676,5.49508,208.276,3.85173,8.95611,8.66542,-31.8666,30.2293,77.8853,36.7113,11.7663,-13.3531,29.2924,2.61089,-5.52258,112.457,-35.1352,74.3947,31.4149,-11.9451,-102.791,32.3012,-44.1488,-28.6079,26.3428,-0.129141,12.7252,-35.9446,5.19147,-21.6076,40.2734,-33.5021,-34.4752,-47.9941,-35.1391,-35.4397,-53.0743,-30.3088,80.745,57.4811,-17.7517,96.5712,25.7449,25.6985,-9.93277,-10.423,-17.5383,-12.9038,-7.43661,51.2972,6.26119,-21.0156,-39.6284,122.788,62.3926,27.9576,1.63325,-29.9948,
275.529,-339.229,-95.4327,11.4563,162.156,-121.622,100.607,18.576,-104.907,11.7988,95.8287,2.18418,28.8447,-2.09364,156.315,19.5869,-2.1168,41.1697,-73.5748,110.016,41.4801,11.9904,-72.5798,9.31389,223.53,-60.1697,35.8182,-175.469,138.193,162.92,84.9443,-7.80558,-52.6441,41.4486,-53.0357,72.0034,30.5141,-103.456,-117.035,-36.753,31.7058,106.847,-42.4166,24.6353,-39.3393,40.5035,-75.7566,-122.582,-81.9783,1.6471,13.0294,80.9574,26.6862,-42.5452,-46.1974,-100.877,-2.18249,87.2518,47.4187,-13.2619,16.9989,36.7394,5.55974,208.343,3.91219,9.02053,8.72762,-31.804,30.2856,77.9371,36.7635,11.8213,-13.3013,29.3424,2.66142,-5.47123,112.505,-35.0812,74.4494,31.4724,-11.8851,-102.722,32.3846,-44.0641,-28.5228,26.4343,-0.034251,12.8248,-35.8512,5.28624,-21.5259,40.3491,-33.4257,-34.4019,-47.9212,-35.0627,-35.3653,-52.9982,-30.2305,80.8292,57.5612,-17.6707,96.6456,25.8154,25.7629,-9.86828,-10.3557,-17.4802,-12.8489,-7.38478,51.3473,6.31387,-20.9583,-39.5751,122.84,62.4439,28.0047,1.68256,-29.9448,
275.545,-339.26,-95.494,11.3771,162.114,-121.72,100.547,18.5216,-104.929,11.8443,95.9235,2.29698,29.0252,-1.87621,156.546,19.772,-1.84861,41.4866,-73.1777,110.377,41.8185,12.2683,-72.289,9.61714,223.821,-59.8869,36.1052,-175.163,138.457,163.144,85.215,-7.52537,-52.2669,41.8224,-52.6678,72.3109,30.8759,-102.992,-116.487,-36.1759,32.2463,107.316,-41.9149,25.154,-38.6936,41.1512,-75.1124,-121.917,-81.2971,2.3486,13.6975,81.5448,27.2721,-41.9295,-45.539,-100.26,-1.55917,87.805,47.9824,-12.6879,17.562,37.3021,6.13636,208.945,4.45252,9.5943,9.28174,-31.2484,30.7863,78.3951,37.2262,12.31,-12.8422,29.7838,3.10685,-5.01729,112.932,-34.6024,74.9328,31.98,-11.3534,-102.112,33.1291,-43.308,-27.7653,27.2482,0.809679,13.7093,-35.0212,6.1289,-20.8022,41.0182,-32.7517,-33.7563,-47.2782,-34.3862,-34.7077,-52.3229,-29.537,81.5769,58.2701,-16.9536,97.3029,26.4343,26.3266,-9.30545,-9.76757,-16.9761,-12.3727,-6.93794,51.7769,6.76565,-20.4634,-39.1167,123.292,62.885,28.4074,2.10612,-29.515,
275.562,-339.292,-95.5553,11.2978,162.072,-121.817,100.486,18.4671,-104.95,11.8899,96.0183,2.40978,29.2057,-1.65878,156.777,19.9571,-1.58042,41.8036,-72.7807,110.738,42.157,12.5461,-71.9983,9.92039,224.112,-59.6042,36.3922,-174.858,138.721,163.368,85.4858,-7.24516,-51.8896,42.1962,-52.2998,72.6184,31.2378,-102.527,-115.938,-35.5988,32.7869,107.785,-41.4133,25.6727,-38.0479,41.799,-74.4681,-121.253,-80.616,3.0501,14.3657,82.1321,27.8579,-41.3137,-44.8806,-99.6434,-0.935842,88.3582,48.546,-12.114,18.125,37.8647,6.71298,209.546,4.99286,10.1681,9.83587,-30.6928,31.2869,78.8532,37.6889,12.7986,-12.3831,30.2253,3.55228,-4.56336,113.359,-34.1237,75.4162,32.4877,-10.8217,-101.501,33.8737,-42.5518,-27.0077,28.0622,1.65361,14.5938,-34.1912,6.97157,-20.0785,41.6874,-32.0778,-33.1107,-46.6351,-33.7097,-34.05,-51.6476,-28.8435,82.3246,58.979,-16.2365,97.9602,27.0532,26.8903,-8.74261,-9.17942,-16.4719,-11.8965,-6.49111,52.2065,7.21743,-19.9686,-38.6583,123.743,63.3262,28.8102,2.52969,-29.0853,
275.579,-339.323,-95.6167,11.2183,162.029,-121.915,100.426,18.4125,-104.972,11.9356,96.1134,2.52295,29.3867,-1.44066,157.008,20.1429,-1.31137,42.1217,-72.3824,111.1,42.4965,12.8249,-71.7066,10.2247,224.404,-59.3205,36.6801,-174.551,138.986,163.593,85.7574,-6.96406,-51.5112,42.5712,-51.9308,72.9269,31.6007,-102.061,-115.388,-35.0201,33.329,108.255,-40.9102,26.1929,-37.4003,42.4487,-73.8219,-120.586,-79.9328,3.75368,15.0358,82.7212,28.4455,-40.6961,-44.2202,-99.0249,-0.310666,88.9131,49.1114,-11.5383,18.6897,38.429,7.29129,210.15,5.53474,10.7435,10.3916,-30.1355,31.7891,79.3127,38.153,13.2888,-11.9226,30.6681,3.99912,-4.108,113.788,-33.6434,75.9011,32.9969,-10.2882,-100.889,34.6205,-41.7933,-26.2478,28.8787,2.50012,15.4811,-33.3587,7.8168,-19.3525,42.3586,-31.4017,-32.463,-45.9901,-33.0311,-33.3904,-50.9703,-28.1479,83.0746,59.6901,-15.5172,98.6195,27.674,27.4559,-8.17796,-8.58938,-15.9661,-11.4188,-6.04278,52.6376,7.67077,-19.4721,-38.1982,124.195,63.769,29.2144,2.95478,-28.654,
275.595,-339.354,-95.677,11.1402,161.988,-122.01,100.366,18.3593,-104.993,11.9809,96.2074,2.63467,29.5651,-1.22611,157.236,20.3257,-1.04715,42.4337,-71.9917,111.454,42.8293,13.0983,-71.4207,10.5229,224.69,-59.0428,36.9619,-174.251,139.246,163.813,86.023,-6.68903,-51.141,42.9379,-51.5698,73.2284,31.9557,-101.605,-114.849,-34.4529,33.8605,108.716,-40.4166,26.7031,-36.7653,43.0859,-73.1883,-119.933,-79.263,4.44353,15.6929,83.2993,29.0221,-40.0901,-43.5725,-98.4182,0.302695,89.4579,49.6665,-10.973,19.2443,38.9833,7.85904,210.742,6.06703,11.3087,10.9377,-29.5881,32.2826,79.7646,38.6093,13.7705,-11.4702,31.1034,4.43827,-3.66066,114.209,-33.1716,76.3776,33.497,-9.76471,-100.288,35.3529,-41.0497,-25.5028,29.6794,3.33054,16.3517,-32.5417,8.64636,-18.6398,43.0179,-30.7376,-31.8266,-45.3564,-32.3644,-32.7418,-50.3045,-27.464,83.8116,60.389,-14.8101,99.268,28.2846,28.0121,-7.62254,-8.00914,-15.4683,-10.9483,-5.601,53.0624,8.11729,-18.9833,-37.7456,124.641,64.2048,29.6125,3.37346,-28.229,
275.612,-339.385,-95.7374,11.0619,161.946,-122.106,100.307,18.3059,-105.014,12.0264,96.3015,2.74661,29.7439,-1.01109,157.464,20.5088,-0.782306,42.7465,-71.6001,111.81,43.1629,13.3723,-71.134,10.8218,224.977,-58.7644,37.2445,-173.95,139.505,164.033,86.2894,-6.41326,-50.7698,43.3057,-51.2078,73.5307,32.3118,-101.148,-114.308,-33.8842,34.3934,109.178,-39.9217,27.2146,-36.1286,43.7248,-72.5529,-119.278,-78.5914,5.13526,16.3519,83.879,29.6003,-39.4825,-42.923,-97.8098,0.917744,90.0042,50.2232,-10.4062,19.8005,39.539,8.42839,211.337,6.60084,11.8755,11.4852,-29.0392,32.7775,80.2178,39.0669,14.2535,-11.0165,31.5399,4.87865,-3.21205,114.631,-32.6984,76.8554,33.9985,-9.23972,-99.6856,36.0874,-40.304,-24.7557,30.4823,4.16321,17.2247,-31.7225,9.4782,-17.9251,43.679,-30.0718,-31.1884,-44.721,-31.6958,-32.0914,-49.6369,-26.7782,84.5507,61.0898,-14.1011,99.9183,28.8968,28.5697,-7.06563,-7.42733,-14.9692,-10.4764,-5.15799,53.4884,8.56501,-18.4933,-37.2917,125.088,64.6418,30.0116,3.79323,-27.803,
275.628,-339.417,-95.798,10.9834,161.905,-122.203,100.247,18.2524,-105.035,12.072,96.3959,2.85883,29.9232,-0.795462,157.692,20.6925,-0.516669,43.0603,-71.2072,112.167,43.4975,13.6472,-70.8465,11.1218,225.265,-58.485,37.528,-173.648,139.766,164.255,86.5566,-6.13651,-50.3973,43.6749,-50.8444,73.8342,32.6691,-100.689,-113.766,-33.3135,34.9283,109.642,-39.4251,27.728,-35.4896,44.366,-71.9153,-118.621,-77.9174,5.82951,17.0132,84.4607,30.1806,-38.8727,-42.2711,-97.1992,1.53498,90.5523,50.7818,-9.83736,20.3586,40.0968,8.99977,211.933,7.13659,12.4443,12.0348,-28.4882,33.2741,80.6726,39.526,14.7382,-10.5612,31.978,5.32062,-2.7618,115.055,-32.2235,77.3349,34.5018,-8.71281,-99.081,36.8246,-39.5556,-24.0059,31.2881,4.99886,18.1008,-30.9004,10.313,-17.2078,44.3425,-29.4036,-30.548,-44.0833,-31.0249,-31.4388,-48.9669,-26.09,85.2923,61.7932,-13.3895,100.571,29.5111,29.1293,-6.50678,-6.84348,-14.4683,-10.003,-4.71347,53.9158,9.01425,-18.0015,-36.8361,125.536,65.0803,30.4121,4.21442,-27.3755,
275.645,-339.448,-95.8586,10.9047,161.863,-122.299,100.188,18.1988,-105.056,12.1176,96.4904,2.97125,30.1028,-0.579484,157.921,20.8764,-0.250596,43.3746,-70.8136,112.524,43.8327,13.9225,-70.5585,11.4222,225.554,-58.2052,37.8119,-173.346,140.027,164.476,86.8243,-5.85933,-50.0241,44.0446,-50.4804,74.1382,33.0271,-100.228,-113.222,-32.7415,35.4643,110.107,-38.9273,28.2425,-34.8492,45.0086,-71.2763,-117.962,-77.2419,6.52527,17.676,85.0438,30.7622,-38.2615,-41.6179,-96.5872,2.15362,91.1017,51.3418,-9.26718,20.9181,40.6558,9.57251,212.531,7.67369,13.0146,12.5857,-27.936,33.772,81.1285,39.9863,15.2241,-10.1048,32.4171,5.76358,-2.31055,115.48,-31.7475,77.8155,35.0061,-8.18489,-98.4752,37.5632,-38.8058,-23.2547,32.0955,5.8362,18.9788,-30.0765,11.1496,-16.489,45.0073,-28.734,-29.9062,-43.4444,-30.3525,-30.7846,-48.2954,-25.4002,86.0357,62.4981,-12.6763,101.225,30.1269,29.6901,-5.94671,-6.25833,-13.9664,-9.52841,-4.26791,54.3441,9.46443,-17.5087,-36.3798,125.985,65.5197,30.8133,4.63642,-26.9471,
275.661,-339.479,-95.9187,10.827,161.822,-122.394,100.128,18.1455,-105.077,12.1624,96.5832,3.08167,30.2797,-0.36681,158.147,21.0574,0.0119431,43.6851,-70.4246,112.877,44.1641,14.1945,-70.2739,11.7192,225.838,-57.9286,38.0925,-173.047,140.286,164.695,87.0894,-5.58482,-49.6543,44.411,-50.1197,74.4395,33.3821,-99.7724,-112.683,-32.1744,35.9958,110.568,-38.4339,28.7526,-34.2143,45.6457,-70.6429,-117.309,-76.5723,7.21495,18.3331,85.6218,31.3388,-37.6556,-40.9703,-95.9805,2.76678,91.6461,51.8966,-8.70205,21.4726,41.21,10.1404,213.123,8.20648,13.5802,13.1321,-27.3883,34.2657,81.5806,40.4427,15.7059,-9.65226,32.8526,6.20276,-1.86313,115.901,-31.2755,78.2919,35.5062,-7.66157,-97.8747,38.2954,-38.0626,-22.5101,32.8958,6.66613,19.849,-29.26,11.9789,-15.7767,45.6662,-28.0704,-29.27,-42.8112,-29.6861,-30.1362,-47.6298,-24.7165,86.7724,63.1967,-11.9696,101.873,30.7368,30.2455,-5.39208,-5.67871,-13.4693,-9.05832,-3.82654,54.7683,9.91001,-17.0208,-35.9281,126.43,65.9546,31.2102,5.05393,-26.5233,
